dataset,batch_size,technique,phase,duration_seconds,type
Incremental-reoccurring (bal.),2500,HDDDM,drift_detection,1.41759812500095,technique_timing
Incremental-reoccurring (bal.),2500,KSDDM_95,drift_detection,4.579944208991947,technique_timing
Incremental-reoccurring (bal.),2500,KSDDM_90,drift_detection,4.426592167001218,technique_timing
Incremental-reoccurring (bal.),2500,JSDDM,drift_detection,1.2783312920073513,technique_timing
Incremental-reoccurring (imbal.),1000,HDDDM,drift_detection,9.97006799999508,technique_timing
Incremental-reoccurring (imbal.),1000,KSDDM_95,drift_detection,35.210775457991986,technique_timing
Incremental-reoccurring (imbal.),1000,KSDDM_90,drift_detection,32.756358375016134,technique_timing
Incremental-reoccurring (imbal.),1000,JSDDM,drift_detection,8.792543541028863,technique_timing
Incremental-reoccurring (imbal.),1500,HDDDM,drift_detection,8.558212291012751,technique_timing
Incremental-reoccurring (imbal.),1500,KSDDM_95,drift_detection,28.664483708998887,technique_timing
Incremental-reoccurring (imbal.),1500,KSDDM_90,drift_detection,27.045294250012375,technique_timing
Incremental-reoccurring (imbal.),1500,JSDDM,drift_detection,7.388597540993942,technique_timing
Incremental-reoccurring (imbal.),2000,HDDDM,drift_detection,7.8872830840118695,technique_timing
Incremental-reoccurring (imbal.),2000,KSDDM_95,drift_detection,29.49541100001079,technique_timing
Incremental-reoccurring (imbal.),2000,KSDDM_90,drift_detection,28.128107291995548,technique_timing
Incremental-reoccurring (imbal.),2000,JSDDM,drift_detection,6.726997541991295,technique_timing
Incremental-reoccurring (imbal.),2500,HDDDM,drift_detection,7.213832083012676,technique_timing
Incremental-reoccurring (imbal.),2500,KSDDM_95,drift_detection,28.34392858299543,technique_timing
Incremental-reoccurring (imbal.),2500,KSDDM_90,drift_detection,27.904572833009297,technique_timing
Incremental-reoccurring (imbal.),2500,JSDDM,drift_detection,6.613960375019815,technique_timing
synthetic_dataset_with_parallel_drifts_abrupt,1000,ALL,evaluation,0.9698483340034727,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,1000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,1000,ALL,total,5.404440625017742,batch_total
synthetic_dataset_with_parallel_drifts_abrupt,1500,ALL,evaluation,0.8859202080057003,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,1500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,1500,ALL,total,4.200249291025102,batch_total
synthetic_dataset_with_parallel_drifts_abrupt,2000,ALL,evaluation,0.8314954999950714,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,2000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,2000,ALL,total,3.7691584170097485,batch_total
synthetic_dataset_with_parallel_drifts_abrupt,2500,ALL,evaluation,0.8477676249749493,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,2500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_abrupt,2500,ALL,total,4.239489207975566,batch_total
synthetic_dataset_with_switching_drifts_incremental,1000,ALL,evaluation,1.0073832090129144,phase_timing
synthetic_dataset_with_switching_drifts_incremental,1000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_incremental,1000,ALL,total,4.28130958401016,batch_total
synthetic_dataset_with_switching_drifts_incremental,1500,ALL,evaluation,0.9025275000021793,phase_timing
synthetic_dataset_with_switching_drifts_incremental,1500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_incremental,1500,ALL,total,3.6454717080050614,batch_total
synthetic_dataset_with_switching_drifts_incremental,2000,ALL,evaluation,0.8052812919777352,phase_timing
synthetic_dataset_with_switching_drifts_incremental,2000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_incremental,2000,ALL,total,3.403596250980627,batch_total
synthetic_dataset_with_switching_drifts_incremental,2500,ALL,evaluation,0.739354249992175,phase_timing
synthetic_dataset_with_switching_drifts_incremental,2500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_incremental,2500,ALL,total,2.992326707986649,batch_total
synthetic_dataset_with_parallel_drifts_incremental,1000,ALL,evaluation,0.9157567079819273,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,1000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,1000,ALL,total,5.087151665997226,batch_total
synthetic_dataset_with_parallel_drifts_incremental,1500,ALL,evaluation,0.935145833005663,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,1500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,1500,ALL,total,4.064858083002036,batch_total
synthetic_dataset_with_parallel_drifts_incremental,2000,ALL,evaluation,0.7923796250252053,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,2000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,2000,ALL,total,3.645021541044116,batch_total
synthetic_dataset_with_parallel_drifts_incremental,2500,ALL,evaluation,0.7299149169994052,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,2500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_parallel_drifts_incremental,2500,ALL,total,3.6063792500062846,batch_total
synthetic_dataset_with_switching_drifts_abrupt,1000,ALL,evaluation,0.9442212089779787,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,1000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,1000,ALL,total,4.508219166978961,batch_total
synthetic_dataset_with_switching_drifts_abrupt,1500,ALL,evaluation,0.8966955409850925,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,1500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,1500,ALL,total,3.9607689989788923,batch_total
synthetic_dataset_with_switching_drifts_abrupt,2000,ALL,evaluation,0.7978812090004794,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,2000,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,2000,ALL,total,3.745139751001261,batch_total
synthetic_dataset_with_switching_drifts_abrupt,2500,ALL,evaluation,0.7389707500115037,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,2500,ALL,visualization,0.0,phase_timing
synthetic_dataset_with_switching_drifts_abrupt,2500,ALL,total,3.4307728330022655,batch_total
synthetic_dataset_no_drifts,1000,ALL,evaluation,1.008551458013244,phase_timing
synthetic_dataset_no_drifts,1000,ALL,visualization,0.0,phase_timing
synthetic_dataset_no_drifts,1000,ALL,total,5.635540625022259,batch_total
synthetic_dataset_no_drifts,1500,ALL,evaluation,0.8820452080108225,phase_timing
synthetic_dataset_no_drifts,1500,ALL,visualization,0.0,phase_timing
synthetic_dataset_no_drifts,1500,ALL,total,4.655113832995994,batch_total
synthetic_dataset_no_drifts,2000,ALL,evaluation,0.9317959580221213,phase_timing
synthetic_dataset_no_drifts,2000,ALL,visualization,0.0,phase_timing
synthetic_dataset_no_drifts,2000,ALL,total,4.481552458018996,batch_total
synthetic_dataset_no_drifts,2500,ALL,evaluation,0.7713646249903832,phase_timing
synthetic_dataset_no_drifts,2500,ALL,visualization,0.0,phase_timing
synthetic_dataset_no_drifts,2500,ALL,total,3.6480814999958966,batch_total
MULTISTAGGER,1000,ALL,evaluation,0.9005724579910748,phase_timing
MULTISTAGGER,1000,ALL,visualization,0.0,phase_timing
MULTISTAGGER,1000,ALL,total,3.121494958002586,batch_total
MULTISTAGGER,1500,ALL,evaluation,0.7498738330032211,phase_timing
MULTISTAGGER,1500,ALL,visualization,0.0,phase_timing
MULTISTAGGER,1500,ALL,total,2.521394583018264,batch_total
MULTISTAGGER,2000,ALL,evaluation,0.7140587919857353,phase_timing
MULTISTAGGER,2000,ALL,visualization,0.0,phase_timing
MULTISTAGGER,2000,ALL,total,2.4222505839716177,batch_total
MULTISTAGGER,2500,ALL,evaluation,0.8942128329945263,phase_timing
MULTISTAGGER,2500,ALL,visualization,0.0,phase_timing
MULTISTAGGER,2500,ALL,total,2.591097249998711,batch_total
MULTISEA,1000,ALL,evaluation,0.668486791983014,phase_timing
MULTISEA,1000,ALL,visualization,0.0,phase_timing
MULTISEA,1000,ALL,total,2.982305249955971,batch_total
MULTISEA,1500,ALL,evaluation,0.6604464999982156,phase_timing
MULTISEA,1500,ALL,visualization,0.0,phase_timing
MULTISEA,1500,ALL,total,2.5792913750046864,batch_total
MULTISEA,2000,ALL,evaluation,0.5712119170057122,phase_timing
MULTISEA,2000,ALL,visualization,0.0,phase_timing
MULTISEA,2000,ALL,total,2.4174722509924322,batch_total
MULTISEA,2500,ALL,evaluation,0.6453684580046684,phase_timing
MULTISEA,2500,ALL,visualization,0.0,phase_timing
MULTISEA,2500,ALL,total,2.363311999011785,batch_total
SEA,1000,ALL,evaluation,0.7506117079756223,phase_timing
SEA,1000,ALL,visualization,0.0,phase_timing
SEA,1000,ALL,total,3.222985249973135,batch_total
SEA,1500,ALL,evaluation,0.6734505829808768,phase_timing
SEA,1500,ALL,visualization,0.0,phase_timing
SEA,1500,ALL,total,2.7563389579590876,batch_total
SEA,2000,ALL,evaluation,0.6927854589885101,phase_timing
SEA,2000,ALL,visualization,0.0,phase_timing
SEA,2000,ALL,total,2.562243916996522,batch_total
SEA,2500,ALL,evaluation,0.603980459010927,phase_timing
SEA,2500,ALL,visualization,0.0,phase_timing
SEA,2500,ALL,total,2.1845727509935386,batch_total
STAGGER,1000,ALL,evaluation,0.9263411249849014,phase_timing
STAGGER,1000,ALL,visualization,0.0,phase_timing
STAGGER,1000,ALL,total,3.058764291985426,batch_total
STAGGER,1500,ALL,evaluation,0.7816390410007443,phase_timing
STAGGER,1500,ALL,visualization,0.0,phase_timing
STAGGER,1500,ALL,total,2.5277092489995994,batch_total
STAGGER,2000,ALL,evaluation,0.801818000007188,phase_timing
STAGGER,2000,ALL,visualization,0.0,phase_timing
STAGGER,2000,ALL,total,2.4581732080259826,batch_total
STAGGER,2500,ALL,evaluation,0.8270457079925109,phase_timing
STAGGER,2500,ALL,visualization,0.0,phase_timing
STAGGER,2500,ALL,total,2.328108207992045,batch_total
electricity,1000,ALL,evaluation,0.5571004590019584,phase_timing
electricity,1000,ALL,visualization,0.0,phase_timing
electricity,1000,ALL,total,2.698392125981627,batch_total
electricity,1500,ALL,evaluation,0.48466870898846537,phase_timing
electricity,1500,ALL,visualization,0.0,phase_timing
electricity,1500,ALL,total,2.3064397090056445,batch_total
electricity,2000,ALL,evaluation,0.42324216599809006,phase_timing
electricity,2000,ALL,visualization,0.0,phase_timing
electricity,2000,ALL,total,2.1943905829975847,batch_total
electricity,2500,ALL,evaluation,0.3995871250226628,phase_timing
electricity,2500,ALL,visualization,0.0,phase_timing
electricity,2500,ALL,total,2.062704375013709,batch_total
magic,1000,ALL,evaluation,0.26412158299353905,phase_timing
magic,1000,ALL,visualization,0.0,phase_timing
magic,1000,ALL,total,1.8357408329902682,batch_total
magic,1500,ALL,evaluation,0.2510332080128137,phase_timing
magic,1500,ALL,visualization,0.0,phase_timing
magic,1500,ALL,total,1.627859124011593,batch_total
magic,2000,ALL,evaluation,0.23534945800201967,phase_timing
magic,2000,ALL,visualization,0.0,phase_timing
magic,2000,ALL,total,1.4172853329801,batch_total
magic,2500,ALL,evaluation,0.20622787499451078,phase_timing
magic,2500,ALL,visualization,0.0,phase_timing
magic,2500,ALL,total,1.4762163329869509,batch_total
Abrupt (imbal.),1000,ALL,evaluation,25.761742000002414,phase_timing
Abrupt (imbal.),1000,ALL,visualization,0.0,phase_timing
Abrupt (imbal.),1000,ALL,total,115.35040300001856,batch_total
Abrupt (imbal.),1500,ALL,evaluation,27.42519637499936,phase_timing
Abrupt (imbal.),1500,ALL,visualization,0.0,phase_timing
Abrupt (imbal.),1500,ALL,total,100.89081599999918,batch_total
Abrupt (imbal.),2000,ALL,evaluation,27.0544766660023,phase_timing
Abrupt (imbal.),2000,ALL,visualization,0.0,phase_timing
Abrupt (imbal.),2000,ALL,total,99.6558425000112,batch_total
Abrupt (imbal.),2500,ALL,evaluation,26.643003000004683,phase_timing
Abrupt (imbal.),2500,ALL,visualization,0.0,phase_timing
Abrupt (imbal.),2500,ALL,total,97.53792537501431,batch_total
Abrupt (bal.),1000,ALL,evaluation,4.2974574160180055,phase_timing
Abrupt (bal.),1000,ALL,visualization,0.0,phase_timing
Abrupt (bal.),1000,ALL,total,17.66683370701503,batch_total
Abrupt (bal.),1500,ALL,evaluation,4.584155791992089,phase_timing
Abrupt (bal.),1500,ALL,visualization,0.0,phase_timing
Abrupt (bal.),1500,ALL,total,16.061729000968626,batch_total
Abrupt (bal.),2000,ALL,evaluation,5.0478162500076,phase_timing
Abrupt (bal.),2000,ALL,visualization,0.0,phase_timing
Abrupt (bal.),2000,ALL,total,16.38615266699344,batch_total
Abrupt (bal.),2500,ALL,evaluation,4.603769207984442,phase_timing
Abrupt (bal.),2500,ALL,visualization,0.0,phase_timing
Abrupt (bal.),2500,ALL,total,15.007515332981711,batch_total
Incremental (bal.),1000,ALL,evaluation,3.0977213339938316,phase_timing
Incremental (bal.),1000,ALL,visualization,0.0,phase_timing
Incremental (bal.),1000,ALL,total,14.135633375000907,batch_total
Incremental (bal.),1500,ALL,evaluation,3.5219091670005582,phase_timing
Incremental (bal.),1500,ALL,visualization,0.0,phase_timing
Incremental (bal.),1500,ALL,total,13.741220916999737,batch_total
Incremental (bal.),2000,ALL,evaluation,3.4845904170069844,phase_timing
Incremental (bal.),2000,ALL,visualization,0.0,phase_timing
Incremental (bal.),2000,ALL,total,12.825037292030174,batch_total
Incremental (bal.),2500,ALL,evaluation,4.513857207988622,phase_timing
Incremental (bal.),2500,ALL,visualization,0.0,phase_timing
Incremental (bal.),2500,ALL,total,13.374911165999947,batch_total
Incremental (imbal.),1000,ALL,evaluation,24.806601917021908,phase_timing
Incremental (imbal.),1000,ALL,visualization,0.0,phase_timing
Incremental (imbal.),1000,ALL,total,135.54721150101977,batch_total
Incremental (imbal.),1500,ALL,evaluation,24.822150958003476,phase_timing
Incremental (imbal.),1500,ALL,visualization,0.0,phase_timing
Incremental (imbal.),1500,ALL,total,117.40221545801614,batch_total
Incremental (imbal.),2000,ALL,evaluation,25.255171541997697,phase_timing
Incremental (imbal.),2000,ALL,visualization,0.0,phase_timing
Incremental (imbal.),2000,ALL,total,100.70204987499164,batch_total
Incremental (imbal.),2500,ALL,evaluation,24.490745791990776,phase_timing
Incremental (imbal.),2500,ALL,visualization,0.0,phase_timing
Incremental (imbal.),2500,ALL,total,97.41651124999044,batch_total
Incremental-gradual (bal.),1000,ALL,evaluation,1.285751707997406,phase_timing
Incremental-gradual (bal.),1000,ALL,visualization,0.0,phase_timing
Incremental-gradual (bal.),1000,ALL,total,6.501909207989229,batch_total
Incremental-gradual (bal.),1500,ALL,evaluation,1.5103195830015466,phase_timing
Incremental-gradual (bal.),1500,ALL,visualization,0.0,phase_timing
Incremental-gradual (bal.),1500,ALL,total,7.531909458019072,batch_total
Incremental-gradual (bal.),2000,ALL,evaluation,1.5528131250175647,phase_timing
Incremental-gradual (bal.),2000,ALL,visualization,0.0,phase_timing
Incremental-gradual (bal.),2000,ALL,total,6.739490541018313,batch_total
Incremental-gradual (bal.),2500,ALL,evaluation,1.4597162079880945,phase_timing
Incremental-gradual (bal.),2500,ALL,visualization,0.0,phase_timing
Incremental-gradual (bal.),2500,ALL,total,6.954324041988002,batch_total
Incremental-gradual (imbal.),1000,ALL,evaluation,7.582412207993912,phase_timing
Incremental-gradual (imbal.),1000,ALL,visualization,0.0,phase_timing
Incremental-gradual (imbal.),1000,ALL,total,36.83750808300101,batch_total
Incremental-gradual (imbal.),1500,ALL,evaluation,7.973925917001907,phase_timing
Incremental-gradual (imbal.),1500,ALL,visualization,0.0,phase_timing
Incremental-gradual (imbal.),1500,ALL,total,32.86618295899825,batch_total
Incremental-gradual (imbal.),2000,ALL,evaluation,7.749453833006555,phase_timing
Incremental-gradual (imbal.),2000,ALL,visualization,0.0,phase_timing
Incremental-gradual (imbal.),2000,ALL,total,30.94216733300709,batch_total
Incremental-gradual (imbal.),2500,ALL,evaluation,8.463058916997397,phase_timing
Incremental-gradual (imbal.),2500,ALL,visualization,0.0,phase_timing
Incremental-gradual (imbal.),2500,ALL,total,30.88639129200601,batch_total
Incremental-abrupt-reoccurring (bal.),1000,ALL,evaluation,2.9042956250195857,phase_timing
Incremental-abrupt-reoccurring (bal.),1000,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (bal.),1000,ALL,total,13.470414292009082,batch_total
Incremental-abrupt-reoccurring (bal.),1500,ALL,evaluation,3.60335366599611,phase_timing
Incremental-abrupt-reoccurring (bal.),1500,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (bal.),1500,ALL,total,13.036457083013374,batch_total
Incremental-abrupt-reoccurring (bal.),2000,ALL,evaluation,3.063420542021049,phase_timing
Incremental-abrupt-reoccurring (bal.),2000,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (bal.),2000,ALL,total,13.263664334022906,batch_total
Incremental-abrupt-reoccurring (bal.),2500,ALL,evaluation,3.0535670420213137,phase_timing
Incremental-abrupt-reoccurring (bal.),2500,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (bal.),2500,ALL,total,11.33093608400668,batch_total
Incremental-abrupt-reoccurring (imbal.),1000,ALL,evaluation,19.876661666989094,phase_timing
Incremental-abrupt-reoccurring (imbal.),1000,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (imbal.),1000,ALL,total,105.31948262499645,batch_total
Incremental-abrupt-reoccurring (imbal.),1500,ALL,evaluation,19.746728333993815,phase_timing
Incremental-abrupt-reoccurring (imbal.),1500,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (imbal.),1500,ALL,total,86.48040604198468,batch_total
Incremental-abrupt-reoccurring (imbal.),2000,ALL,evaluation,19.901624624995748,phase_timing
Incremental-abrupt-reoccurring (imbal.),2000,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (imbal.),2000,ALL,total,80.86606712499633,batch_total
Incremental-abrupt-reoccurring (imbal.),2500,ALL,evaluation,19.652297249995172,phase_timing
Incremental-abrupt-reoccurring (imbal.),2500,ALL,visualization,0.0,phase_timing
Incremental-abrupt-reoccurring (imbal.),2500,ALL,total,78.48540829200647,batch_total
Incremental-reoccurring (bal.),1000,ALL,evaluation,4.256004249997204,phase_timing
Incremental-reoccurring (bal.),1000,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (bal.),1000,ALL,total,17.03067370801,batch_total
Incremental-reoccurring (bal.),1500,ALL,evaluation,4.5882168330135755,phase_timing
Incremental-reoccurring (bal.),1500,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (bal.),1500,ALL,total,16.347827166027855,batch_total
Incremental-reoccurring (bal.),2000,ALL,evaluation,4.4917791670013685,phase_timing
Incremental-reoccurring (bal.),2000,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (bal.),2000,ALL,total,14.4337717499875,batch_total
Incremental-reoccurring (bal.),2500,ALL,evaluation,4.446619040973019,phase_timing
Incremental-reoccurring (bal.),2500,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (bal.),2500,ALL,total,16.149167331983335,batch_total
Incremental-reoccurring (imbal.),1000,ALL,evaluation,25.817927417025203,phase_timing
Incremental-reoccurring (imbal.),1000,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (imbal.),1000,ALL,total,112.54775612600497,batch_total
Incremental-reoccurring (imbal.),1500,ALL,evaluation,25.853196874988498,phase_timing
Incremental-reoccurring (imbal.),1500,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (imbal.),1500,ALL,total,97.50990991698927,batch_total
Incremental-reoccurring (imbal.),2000,ALL,evaluation,25.468319458013866,phase_timing
Incremental-reoccurring (imbal.),2000,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (imbal.),2000,ALL,total,97.70623054099269,batch_total
Incremental-reoccurring (imbal.),2500,ALL,evaluation,26.369410291983513,phase_timing
Incremental-reoccurring (imbal.),2500,ALL,visualization,0.0,phase_timing
Incremental-reoccurring (imbal.),2500,ALL,total,96.4458114579611,batch_total
ALL,ALL,HDDDM,drift_detection,2.1592768611309503,technique_avg
ALL,ALL,KSDDM_95,drift_detection,8.084669996511366,technique_avg
ALL,ALL,KSDDM_90,drift_detection,7.290925716287304,technique_avg
ALL,ALL,JSDDM,drift_detection,1.8865669533579854,technique_avg
