dataset,batch_size,technique,accuracy,precision,recall,f1,num_drifts,num_batches,auc,drift_alignment_with_batch,scenario,type_of_dataset,algorithm
Abrupt (imbal.),1000,Base,0.47489403686366816,0.5063370866523891,0.47489403686366816,0.38332728466311355,0,452,0.5846757490053234,N/A,N/A,N/A,NB
Abrupt (imbal.),1000,KS95,0.5531961490474379,0.5570768927119123,0.5531961490474379,0.5007069898155274,93,452,0.530169028024486,N/A,N/A,N/A,NB
Abrupt (imbal.),1000,KS90,0.5526364690162905,0.555666572602263,0.5526364690162905,0.5005349760038743,102,452,0.5278348188971043,N/A,N/A,N/A,NB
Abrupt (imbal.),1000,HD,0.5469821521798763,0.5687839651179097,0.5469821521798763,0.4927557100366939,50,452,0.5320368880097623,N/A,N/A,N/A,NB
Abrupt (imbal.),1000,JS,0.5467631469502968,0.5548844388091497,0.5467631469502968,0.4920616926765198,51,452,0.5329299088488125,N/A,N/A,N/A,NB
Abrupt (imbal.),1500,Base,0.47348930635070924,0.49955392661907283,0.47348930635070924,0.3823145078724957,0,301,0.584975226430978,N/A,N/A,N/A,NB
Abrupt (imbal.),1500,KS95,0.5434028545893762,0.5507795101567832,0.5434028545893762,0.49046495296166953,89,301,0.5342516629497798,N/A,N/A,N/A,NB
Abrupt (imbal.),1500,KS90,0.5426507154170833,0.5791704597650927,0.5426507154170833,0.49018593082115575,103,301,0.5334121683115778,N/A,N/A,N/A,NB
Abrupt (imbal.),1500,HD,0.5422657971347922,0.5472306378578776,0.5422657971347922,0.4868411022962806,46,301,0.5442390238654811,N/A,N/A,N/A,NB
Abrupt (imbal.),1500,JS,0.5380493934218793,0.5444321972980233,0.5380493934218793,0.4817179699802539,46,301,0.5419228402255873,N/A,N/A,N/A,NB
Abrupt (imbal.),2000,Base,0.47441399509782234,0.5101661880584054,0.47441399509782234,0.38159223868651154,0,226,0.5853572262147881,N/A,N/A,N/A,NB
Abrupt (imbal.),2000,KS95,0.534722283671501,0.5687829520651668,0.534722283671501,0.48079253109056586,84,226,0.536473277813931,N/A,N/A,N/A,NB
Abrupt (imbal.),2000,KS90,0.5368415463981382,0.5689638833385983,0.5368415463981382,0.48389388818023227,93,226,0.5372122015324136,N/A,N/A,N/A,NB
Abrupt (imbal.),2000,HD,0.5307956747573245,0.5595195911115806,0.5307956747573245,0.47592372506375663,40,226,0.5465128328563044,N/A,N/A,N/A,NB
Abrupt (imbal.),2000,JS,0.5285613789808071,0.558319878780986,0.5285613789808071,0.47456234440372247,44,226,0.5445764358495888,N/A,N/A,N/A,NB
Abrupt (imbal.),2500,Base,0.4734561237401669,0.5223001877850794,0.4734561237401669,0.3797588867731867,0,180,0.5854745014367095,N/A,N/A,N/A,NB
Abrupt (imbal.),2500,KS95,0.5263381440744707,0.5598508476327485,0.5263381440744707,0.47363117167544844,79,180,0.5452376839973231,N/A,N/A,N/A,NB
Abrupt (imbal.),2500,KS90,0.5252409057525373,0.5589061710584764,0.5252409057525373,0.4731713024070623,85,180,0.543175485379146,N/A,N/A,N/A,NB
Abrupt (imbal.),2500,HD,0.5022143862101919,0.5144571804726884,0.5022143862101919,0.44944268123152326,27,180,0.5377195550086697,N/A,N/A,N/A,NB
Abrupt (imbal.),2500,JS,0.5016038261762129,0.5137760019570068,0.5016038261762129,0.44907358750042203,28,180,0.5377303919493123,N/A,N/A,N/A,NB
