dataset,batch_size,technique,accuracy,precision,recall,f1,num_drifts,num_batches,auc,drift_alignment_with_batch,scenario,type_of_dataset,algorithm
Incremental-abrupt-reoccurring (bal.),1000,Base,0.502989706327581,0.5099188265155884,0.502989706327581,0.4981929999782955,0,52,0.43847910484729846,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1000,KS95,0.58467680896155,0.5804366519476387,0.58467680896155,0.581269003275876,19,52,0.4038504585357544,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1000,KS90,0.5830684226460793,0.5788010908523327,0.5830684226460793,0.5794975660204695,21,52,0.4056498391149653,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1000,HD,0.5245420829548895,0.5344767173881467,0.5245420829548895,0.5247058148252579,9,52,0.44230880826488345,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1000,JS,0.5125075688767787,0.5233840111772003,0.5125075688767787,0.5119980593524631,10,52,0.4640694630572818,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1500,Base,0.4966318498334847,0.5034472351207073,0.4966318498334847,0.4921957733399652,0,35,0.4397177530789036,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1500,KS95,0.5498221313957009,0.550274970706824,0.5498221313957009,0.549583227059355,17,35,0.43923472288217874,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1500,KS90,0.5558015440508629,0.5532108781986136,0.5558015440508629,0.5539997932686286,21,35,0.43744424656059516,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1500,HD,0.4888548289433848,0.5260118301094019,0.4888548289433848,0.49583503381348876,6,35,0.4656797067895505,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),1500,JS,0.4888548289433848,0.5260118301094019,0.4888548289433848,0.49583503381348876,6,35,0.4656797067895505,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2000,Base,0.49099303663336363,0.4973078029089961,0.49099303663336363,0.48576925241738833,0,26,0.4403353332079416,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2000,KS95,0.47574174992431123,0.48228273111130204,0.47574174992431123,0.4770651270376783,13,26,0.45175753263072715,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2000,KS90,0.47574174992431123,0.48228273111130204,0.47574174992431123,0.4770651270376783,13,26,0.45175753263072715,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2000,HD,0.4771798365122616,0.4930863634116032,0.4771798365122616,0.4779167353719626,6,26,0.44874063660853275,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2000,JS,0.4771798365122616,0.4930863634116032,0.4771798365122616,0.4779167353719626,6,26,0.44874063660853275,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2500,Base,0.48830608537693004,0.4942853489979816,0.48830608537693004,0.48314007648670765,0,21,0.43940857761006635,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2500,KS95,0.4398652739933394,0.4467703900668535,0.4398652739933394,0.44224086992959255,14,21,0.4706228007463284,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2500,KS90,0.4398652739933394,0.4467703900668535,0.4398652739933394,0.44224086992959255,14,21,0.4706228007463284,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2500,HD,0.45258098698153193,0.4586919236780786,0.45258098698153193,0.45106726686178494,7,21,0.45169866244335716,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (bal.),2500,JS,0.45258098698153193,0.4586919236780786,0.45258098698153193,0.45106726686178494,7,21,0.45169866244335716,N/A,N/A,N/A,NB
