dataset,batch_size,technique,accuracy,precision,recall,f1,num_drifts,num_batches,auc,drift_alignment_with_batch,scenario,type_of_dataset,algorithm
Incremental-reoccurring (imbal.),1000,Base,0.5009357496172939,0.5262051442105361,0.5009357496172939,0.41865651885246064,0,452,0.5840599340369856,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1000,KS95,0.5522250046455655,0.5878152137691892,0.5522250046455655,0.5003467536078969,90,452,0.5281008603340935,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1000,KS90,0.5519440585429737,0.5857942095728954,0.5519440585429737,0.5005147121324662,103,452,0.5272769613406012,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1000,HD,0.5510459158842944,0.5820195545981307,0.5510459158842944,0.4990832715441436,52,452,0.5315247685053643,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1000,JS,0.5507339993451965,0.5831951661671522,0.5507339993451965,0.498475079424541,52,452,0.5323346055996343,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1500,Base,0.49945138083903334,0.5213508652216885,0.49945138083903334,0.41745994776765105,0,301,0.5846116295351476,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1500,KS95,0.5427546875967826,0.5787277321682515,0.5427546875967826,0.49084303764237747,83,301,0.5390460755266678,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1500,KS90,0.5428675084726265,0.5785708209505215,0.5428675084726265,0.4913826054435758,97,301,0.5361676921262357,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1500,HD,0.535133748042226,0.5766007550549334,0.535133748042226,0.47954362303702674,41,301,0.5429903735247277,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),1500,JS,0.5368105759616321,0.577296338287895,0.5368105759616321,0.4810875337130893,43,301,0.5442286241170015,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2000,Base,0.5003185530612064,0.53061657103351,0.5003185530612064,0.4167450545095704,0,226,0.584903773309779,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2000,KS95,0.5367353620444028,0.5700283998555868,0.5367353620444028,0.48389734001797013,85,226,0.5406373359676668,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2000,KS90,0.5365030837706064,0.5697739843168448,0.5365030837706064,0.48373740160357387,89,226,0.5404165170943173,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2000,HD,0.5341935740768597,0.5697938062096612,0.5341935740768597,0.4793846050923349,47,226,0.5448668250870491,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2000,JS,0.5341957862508959,0.5701705450675787,0.5341957862508959,0.47898899927694805,47,226,0.5459325789601275,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2500,Base,0.4991505251701162,0.5326707090954633,0.4991505251701162,0.4152642925256372,0,180,0.5849576179296329,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2500,KS95,0.5243538239640388,0.5234270101796752,0.5243538239640388,0.4708893238659652,79,180,0.5455807711994571,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2500,KS90,0.5258448292644079,0.5218532075673291,0.5258448292644079,0.473644739955348,85,180,0.5456889746637411,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2500,HD,0.5240573926431941,0.5184581439794265,0.5240573926431941,0.4671080924795932,36,180,0.5517937504610966,N/A,N/A,N/A,NB
Incremental-reoccurring (imbal.),2500,JS,0.5240573926431941,0.5184581439794265,0.5240573926431941,0.4671080924795932,36,180,0.5517937504610966,N/A,N/A,N/A,NB
