dataset,batch_size,technique,accuracy,precision,recall,f1,num_drifts,num_batches,auc,drift_alignment_with_batch,scenario,type_of_dataset,algorithm
Incremental-gradual (bal.),1000,Base,0.36269151138716355,0.3384058504497566,0.36269151138716355,0.3250892433471996,0,24,0.47293094556537174,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1000,KS95,0.5402070393374742,0.6029644188036168,0.5402070393374742,0.5460725587438141,10,24,0.34938255159908954,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1000,KS90,0.5402070393374742,0.6029644188036168,0.5402070393374742,0.5460725587438141,10,24,0.34938255159908954,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1000,HD,0.5131262939958592,0.5952403486229682,0.5131262939958592,0.5169267439463945,5,24,0.3543825747463447,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1000,JS,0.5131262939958592,0.5952403486229682,0.5131262939958592,0.5169267439463945,5,24,0.3543825747463447,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1500,Base,0.35573498964803313,0.32074005368634284,0.35573498964803313,0.3166339377658329,0,16,0.47557112765711196,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1500,KS95,0.5313871635610766,0.5653559941603077,0.5313871635610766,0.5305556583378829,8,16,0.36872016974653754,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1500,KS90,0.5313871635610766,0.5653559941603077,0.5313871635610766,0.5305556583378829,8,16,0.36872016974653754,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1500,HD,0.4279089026915114,0.5010031195927022,0.4279089026915114,0.43878119449996306,3,16,0.3345030268893947,N/A,N/A,N/A,NB
Incremental-gradual (bal.),1500,JS,0.4279089026915114,0.5010031195927022,0.4279089026915114,0.43878119449996306,3,16,0.3345030268893947,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2000,Base,0.3388405797101449,0.29181119124920285,0.3388405797101449,0.295757651706297,0,12,0.4838186242814706,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2000,KS95,0.445175983436853,0.5008879416896714,0.445175983436853,0.45403675183027054,8,12,0.3546179607268238,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2000,KS90,0.445175983436853,0.5008879416896714,0.445175983436853,0.45403675183027054,8,12,0.3546179607268238,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2000,HD,0.41175983436853003,0.463424390004062,0.41175983436853003,0.42541954988188097,3,12,0.32765718606535243,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2000,JS,0.41175983436853003,0.463424390004062,0.41175983436853003,0.42541954988188097,3,12,0.32765718606535243,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2500,Base,0.3327536231884058,0.2715360552746306,0.3327536231884058,0.2857953915489459,0,9,0.48866554839705256,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2500,KS95,0.4631055900621118,0.5216576571908652,0.4631055900621118,0.46284745083501316,6,9,0.34733436518652827,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2500,KS90,0.4631055900621118,0.5216576571908652,0.4631055900621118,0.46284745083501316,6,9,0.34733436518652827,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2500,HD,0.45267080745341615,0.45709000587990456,0.45267080745341615,0.44215686478934924,3,9,0.409593821226033,N/A,N/A,N/A,NB
Incremental-gradual (bal.),2500,JS,0.45267080745341615,0.45709000587990456,0.45267080745341615,0.44215686478934924,3,9,0.409593821226033,N/A,N/A,N/A,NB
