dataset,batch_size,technique,accuracy,precision,recall,f1,num_drifts,num_batches,auc,drift_alignment_with_batch,scenario,type_of_dataset,algorithm
Incremental-abrupt-reoccurring (imbal.),1000,Base,0.5717402012525509,0.5842515775215956,0.5717402012525509,0.5220348250700263,0,355,0.5439322187703699,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1000,KS95,0.5833255928506087,0.5874321057274946,0.5833255928506087,0.5479844725667907,41,355,0.5125410678053683,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1000,KS90,0.5819717120540426,0.5845393923350545,0.5819717120540426,0.547376728306173,53,355,0.5117949286245025,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1000,HD,0.5869903595806065,0.5895808439136434,0.5869903595806065,0.5521112013115755,19,355,0.5116726203105904,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1000,JS,0.5869509534867356,0.5896158435136847,0.5869509534867356,0.5521022774744345,19,355,0.5111835439212423,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1500,Base,0.5710308915628738,0.5834807170928512,0.5710308915628738,0.5212514029487858,0,236,0.5445194933865407,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1500,KS95,0.5812004785025684,0.5825904458125628,0.5812004785025684,0.5458453577042327,36,236,0.5119689597284853,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1500,KS90,0.5786953768207727,0.5798354270312369,0.5786953768207727,0.5433350620704785,46,236,0.512969316214331,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1500,HD,0.5788079656604039,0.5808725109712526,0.5788079656604039,0.5429930374615582,16,236,0.5149885863454788,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),1500,JS,0.5809415241714165,0.5805712887664036,0.5809415241714165,0.5430228507979614,14,236,0.5130504268318463,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2000,Base,0.57033284075716,0.5830770929084659,0.57033284075716,0.5205088355415031,0,177,0.5441899275639577,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2000,KS95,0.5803279149954261,0.5836677167157094,0.5803279149954261,0.5450409271479104,35,177,0.5123164331456584,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2000,KS90,0.5785799732601505,0.581817164832455,0.5785799732601505,0.5434343233010358,45,177,0.5110788959490298,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2000,HD,0.5691759904299486,0.5692693936983043,0.5691759904299486,0.5310367372106466,15,177,0.5180031915110846,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2000,JS,0.5691759904299486,0.5692693936983043,0.5691759904299486,0.5310367372106466,15,177,0.5180031915110846,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2500,Base,0.5696854549292801,0.5824190664030294,0.5696854549292801,0.5197553800053835,0,142,0.5448565689896421,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2500,KS95,0.5701949194286117,0.564468284290079,0.5701949194286117,0.5325731812925154,31,142,0.5220106426849489,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2500,KS90,0.5702371402434734,0.5645047704667608,0.5702371402434734,0.5326213744311804,32,142,0.5220684873657098,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2500,HD,0.5530701569206953,0.5423097088622568,0.5530701569206953,0.5144511948017093,15,142,0.5251324572666716,N/A,N/A,N/A,NB
Incremental-abrupt-reoccurring (imbal.),2500,JS,0.5547505453521919,0.5431274607076301,0.5547505453521919,0.5158367800801118,16,142,0.5301610247200241,N/A,N/A,N/A,NB
